City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current description,Rain inches(last 3 hrs),Snow inches(last 3 hrs)
116,Severo-Kurilsk,50.68,156.12,24.03,83,100,12.21,RU,2020-02-24 23:02:33,overcast clouds,0.0,0.0
117,Benguela,-12.58,13.41,78.82,77,69,3.02,AO,2020-02-24 23:02:35,broken clouds,0.0,0.0
118,Iqaluit,63.75,-68.51,-20.0,68,20,3.53,CA,2020-02-24 22:59:28,few clouds,0.0,0.0
119,Hilo,19.73,-155.09,82.4,54,20,12.75,US,2020-02-24 22:58:37,few clouds,0.0,0.0
120,Burnie,-41.07,145.92,64.99,64,17,5.01,AU,2020-02-24 23:02:35,few clouds,0.0,0.0
121,Tuktoyaktuk,69.45,-133.04,-14.8,75,75,6.93,CA,2020-02-24 23:02:36,broken clouds,0.0,0.0
122,Rock Springs,41.59,-109.2,24.8,58,1,28.86,US,2020-02-24 23:02:36,clear sky,0.0,0.0
123,Butaritari,3.07,172.79,84.33,78,34,16.28,KI,2020-02-24 23:02:36,moderate rain,3.56,0.0
124,Ayr,55.46,-4.63,37.4,86,75,11.41,GB,2020-02-24 23:02:36,broken clouds,0.0,0.0
125,Isiolo,0.35,37.58,74.03,52,100,4.14,KE,2020-02-24 23:02:36,overcast clouds,0.0,0.0
126,Mogadishu,2.04,45.34,81.63,84,93,21.54,SO,2020-02-24 23:01:08,overcast clouds,0.0,0.0
127,Goma,-1.68,29.22,57.34,96,99,1.01,CD,2020-02-24 23:02:37,light rain,0.69,0.0
128,Haines Junction,60.75,-137.51,0.45,88,43,4.68,CA,2020-02-24 23:02:37,scattered clouds,0.0,0.0
129,Santa Fe,-31.63,-60.7,82.99,50,0,1.99,AR,2020-02-24 23:01:21,clear sky,0.0,0.0
130,Santa Lucia,-19.77,-43.85,73.4,78,75,5.82,BR,2020-02-24 23:02:37,broken clouds,0.0,0.0
131,Salym,31.77,35.22,55.4,82,75,2.24,IL,2020-02-24 23:02:28,broken clouds,0.0,0.0
132,Luau,-10.71,22.22,67.26,96,100,2.46,AO,2020-02-24 23:02:38,light rain,0.25,0.0
133,Kudahuvadhoo,2.67,72.89,82.85,78,94,16.15,MV,2020-02-24 23:02:38,overcast clouds,0.0,0.0
134,Komsomolskiy,40.43,71.72,48.2,76,40,9.17,UZ,2020-02-24 23:02:38,scattered clouds,0.0,0.0
135,Torbay,47.67,-52.73,27.0,86,20,5.82,CA,2020-02-24 23:02:38,fog,0.0,0.0
136,Coihaique,-45.58,-72.07,59.0,54,75,10.29,CL,2020-02-24 23:02:39,broken clouds,0.0,0.0
137,Bredasdorp,-34.53,20.04,66.0,77,0,10.29,ZA,2020-02-24 23:02:39,clear sky,0.0,0.0
138,Kholmogory,64.22,41.66,30.2,80,90,2.24,RU,2020-02-24 23:02:39,overcast clouds,0.0,0.0
139,Altay,47.87,88.12,9.3,73,77,2.57,CN,2020-02-24 23:02:39,broken clouds,0.0,0.0
140,Venado Tuerto,-33.75,-61.97,73.0,68,9,8.01,AR,2020-02-24 23:02:39,clear sky,0.0,0.0
141,Saint-Pierre,-21.34,55.48,78.8,65,6,4.7,RE,2020-02-24 23:02:40,clear sky,0.0,0.0
142,Trinidad,-14.83,-64.9,82.4,69,75,3.42,BO,2020-02-24 23:02:40,broken clouds,0.0,0.0
143,Puerto Quijarro,-17.78,-57.77,75.22,94,6,4.99,BO,2020-02-24 23:02:40,clear sky,0.0,0.0
144,Vao,-22.67,167.48,78.94,76,100,17.9,NC,2020-02-24 23:02:40,overcast clouds,0.0,0.0
145,Krasnoselkup,65.7,82.47,10.58,89,92,20.13,RU,2020-02-24 23:02:40,overcast clouds,0.0,0.0
146,Ntcheu,-14.82,34.64,63.1,94,100,11.01,MW,2020-02-24 23:02:41,overcast clouds,0.0,0.0
147,Te Anau,-45.42,167.72,56.7,84,100,3.87,NZ,2020-02-24 23:02:41,light rain,0.63,0.0
148,Norman Wells,65.28,-126.83,-0.4,70,90,8.05,CA,2020-02-24 23:02:41,light snow,0.0,0.0
149,Telford,52.68,-2.45,43.0,80,15,8.05,GB,2020-02-24 23:02:41,few clouds,0.0,0.0
150,Plettenberg Bay,-34.05,23.37,63.77,79,0,1.21,ZA,2020-02-24 23:02:42,clear sky,0.0,0.0
151,George Town,5.41,100.34,80.01,69,20,5.82,MY,2020-02-24 23:00:04,few clouds,0.0,0.0
152,Dingli,35.86,14.38,57.0,93,20,8.05,MT,2020-02-24 23:02:42,few clouds,0.0,0.0
153,Huarmey,-10.07,-78.15,76.89,61,62,5.5,PE,2020-02-24 23:02:42,broken clouds,0.0,0.0
154,Ambilobe,-13.2,49.05,78.15,88,96,2.53,MG,2020-02-24 23:02:42,light rain,1.5,0.0
155,Shingu,33.73,135.98,51.8,71,75,2.24,JP,2020-02-24 23:02:43,broken clouds,0.0,0.0
156,Claudio,-20.44,-44.77,67.95,99,100,5.88,BR,2020-02-24 23:02:43,heavy intensity rain,16.38,0.0
157,Kapaa,22.08,-159.32,82.4,69,20,16.11,US,2020-02-24 23:02:43,few clouds,0.0,0.0
158,Tecoanapa,16.52,-98.75,81.57,64,0,7.56,MX,2020-02-24 23:02:43,clear sky,0.0,0.0
159,Roald,62.58,6.13,33.8,80,40,14.99,NO,2020-02-24 23:02:44,scattered clouds,0.0,0.0
160,Luxor,25.7,32.64,51.8,71,0,11.74,EG,2020-02-24 23:02:44,clear sky,0.0,0.0
161,Berlevag,70.86,29.09,30.2,86,75,14.99,NO,2020-02-24 23:02:44,light shower snow,0.0,0.0
162,Marathon,44.9,-89.77,41.0,51,40,3.36,US,2020-02-24 23:02:44,moderate rain,0.0,0.0
163,Kaitangata,-46.28,169.85,71.01,51,98,11.81,NZ,2020-02-24 23:02:44,overcast clouds,0.0,0.0
164,Scarborough,54.28,-0.4,42.01,80,44,18.34,GB,2020-02-24 23:02:45,scattered clouds,0.0,0.0
165,Bengkulu,-3.8,102.27,73.26,92,100,4.21,ID,2020-02-24 23:02:45,overcast clouds,0.0,0.0
166,Saint-Augustin,51.23,-58.65,28.33,97,100,11.3,CA,2020-02-24 23:02:45,light snow,0.0,0.88
167,Ambon,-3.7,128.18,82.78,78,84,5.64,ID,2020-02-24 22:59:51,broken clouds,0.0,0.0
168,Eureka,40.8,-124.16,55.99,66,1,12.75,US,2020-02-24 22:59:58,clear sky,0.0,0.0
169,Ribeira Grande,38.52,-28.7,56.98,78,32,2.46,PT,2020-02-24 23:02:46,scattered clouds,0.0,0.0
170,Wajir,1.75,40.06,82.17,54,82,11.65,KE,2020-02-24 23:02:46,broken clouds,0.0,0.0
171,Kerman,30.28,57.08,42.8,38,14,4.7,IR,2020-02-24 23:02:46,few clouds,0.0,0.0
172,Jiayuguan,39.82,98.3,31.6,40,67,8.48,CN,2020-02-24 23:02:47,broken clouds,0.0,0.0
173,Lorengau,-2.02,147.27,84.15,71,21,3.2,PG,2020-02-24 23:02:47,few clouds,0.0,0.0
174,Vila Velha,-20.33,-40.29,78.8,78,75,5.82,BR,2020-02-24 23:00:13,broken clouds,0.0,0.0
175,Faanui,-16.48,-151.75,83.28,72,58,9.66,PF,2020-02-24 23:02:47,light rain,0.13,0.0
176,Ileza,61.05,43.9,27.32,97,95,4.94,RU,2020-02-24 23:02:47,light snow,0.0,0.13
177,Goure,13.98,10.27,70.0,24,0,8.99,NE,2020-02-24 23:02:48,clear sky,0.0,0.0
178,Tessalit,20.2,1.01,66.78,15,20,14.58,ML,2020-02-24 23:02:48,few clouds,0.0,0.0
